0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
2,-10.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0
3,-10.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,-10.0
4,-10.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,-10.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
2,0.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0
3,0.0,0.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0
4,0.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0
5,0.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0
6,0.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,-10.0
7,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,-10.0
8,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0
2,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,0.0
3,0.0,0.0,0.0,-10.0,-4.261314023840168,-10.0,0.0,-7.130657011920084,0.0,0.0,0.0,0.0,-10.0,-4.261314023840168,-10.0,0.0,-10.0,-10.0,0.0,-4.261314023840168,0.0,0.0,-7.130657011920084,0.0,-10.0,0.0,0.0,-10.0,0.0,-7.130657011920084,0.0,-10.0,-7.130657011920084,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0
2,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,-10.0
3,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0
4,0.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0
5,-10.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,-10.0,-10.0,-10.0,0.0,-10.0,-10.0,-10.0,0.0,-10.0,0.0,-10.0,0.0,0.0,0.0,-10.0,-10.0,-10.0,0.0,0.0,-10.0
6,-10.0,-10.0,-7.070770340890684,0.0,-10.0,-10.0,0.0,-7.070770340890684,-10.0,-10.0,-10.0,0.0,-10.0,-7.070770340890684,-10.0,-10.0,-10.0,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-7.070770340890684,-10.0,0.0,-10.0,0.0,0.0,0.0,-9.023590113630227,-10.0,-8.535385170445341,0.0,0.0,-10.0
7,-10.0,-10.0,-7.070770340890684,0.0,-10.0,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-10.0,-10.0,-10.0,-7.070770340890684,-10.0,-10.0,-10.0,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-7.070770340890684,-10.0,0.0,-10.0,0.0,0.0,0.0,-9.26769258522267,-10.0,-8.535385170445341,0.0,-10.0,-10.0
8,-10.0,-10.0,-7.070770340890684,0.0,-10.0,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-10.0,-10.0,-10.0,-7.070770340890684,-10.0,-10.0,-10.0,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-7.070770340890684,-10.0,0.0,-10.0,0.0,0.0,0.0,-9.414154068178137,-10.0,-9.023590113630227,0.0,-10.0,-10.0
9,-10.0,-10.0,-7.070770340890684,-9.999999890912145,-10.0,-10.0,0.0,-9.023590077267608,-10.0,-10.0,-10.0,-10.0,-10.0,-8.535385115901414,-10.0,-10.0,-9.99999996363738,-10.0,0.0,-8.535385170445341,-10.0,-10.0,-8.535385115901414,-10.0,0.0,-10.0,0.0,-9.999999890912145,0.0,-9.414154068178137,-10.0,-9.267692557950706,0.0,-10.0,-10.0
