lambda_w,lambda_b,total_loss,acc_loss,loss_sin2_total,loss_bits_total,sin2_loss,sin2_loss_2,nbits,nbits_2
0.0,0.0,4.885418,4.885418,0.0,0.0,0.0019626045,0.0019503293,8.0,8.0
0.0,0.0,4.818916,4.818916,0.0,0.0,0.001936134,0.0019495585,8.0,8.0
0.0,0.0,5.026734,5.026734,0.0,0.0,0.0019358253,0.0019508292,8.0,8.0
0.0,0.0,5.0142765,5.0142765,0.0,0.0,0.0019573795,0.0019499493,8.0,8.0
0.0,0.0,4.7979236,4.7979236,0.0,0.0,0.001949385,0.001949755,8.0,8.0
0.0,0.0,4.577103,4.577103,0.0,0.0,0.0019460464,0.0019497927,8.0,8.0
0.0,0.0,5.602914,5.602914,0.0,0.0,0.001963492,0.0019495558,8.0,8.0
0.0,0.0,4.776249,4.776249,0.0,0.0,0.0019631407,0.0019494607,8.0,8.0
0.0,0.0,5.011378,5.011378,0.0,0.0,0.0019406984,0.001948295,8.0,8.0
0.0,0.0,5.220682,5.220682,0.0,0.0,0.0019496667,0.0019498153,8.0,8.0
0.0,0.0,4.3827944,4.3827944,0.0,0.0,0.0019560445,0.0019495765,8.0,8.0
0.0,0.0,4.6240892,4.6240892,0.0,0.0,0.0019543967,0.0019493053,8.0,8.0
0.0,0.0,4.188247,4.188247,0.0,0.0,0.0019323879,0.0019495523,8.0,8.0
0.0,0.0,4.3445854,4.3445854,0.0,0.0,0.0019579444,0.001948487,8.0,8.0
0.0,0.0,4.7463226,4.7463226,0.0,0.0,0.0019456467,0.0019494399,8.0,8.0
0.0,0.0,4.6393814,4.6393814,0.0,0.0,0.0019429777,0.0019485056,8.0,8.0
0.0,0.0,4.308285,4.308285,0.0,0.0,0.0019646487,0.0019487933,8.0,8.0
0.0,0.0,5.594044,5.594044,0.0,0.0,0.0019435239,0.0019479296,8.0,8.0
0.0,0.0,5.235994,5.235994,0.0,0.0,0.0019622908,0.0019486248,8.0,8.0
0.0,0.0,5.5280457,5.5280457,0.0,0.0,0.0019545269,0.0019468789,8.0,8.0
0.0,0.0,3.6893382,3.6893382,0.0,0.0,0.0019441422,0.0019467701,8.0,8.0
0.0,0.0,4.7462487,4.7462487,0.0,0.0,0.0019516585,0.0019468111,8.0,8.0
0.0,0.0,3.9912033,3.9912033,0.0,0.0,0.0019302821,0.0019481496,8.0,8.0
0.0,0.0,3.808796,3.808796,0.0,0.0,0.0019370555,0.0019477304,8.0,8.0
0.0,0.0,4.052558,4.052558,0.0,0.0,0.0019518147,0.0019485318,8.0,8.0
0.0,0.0,5.0683928,5.0683928,0.0,0.0,0.0019529962,0.0019483515,8.0,8.0
0.0,0.0,4.1838336,4.1838336,0.0,0.0,0.0019335711,0.0019486793,8.0,8.0
0.0,0.0,4.0770216,4.0770216,0.0,0.0,0.0019522263,0.0019484198,8.0,8.0
0.0,0.0,4.928758,4.928758,0.0,0.0,0.0019533015,0.0019485402,8.0,8.0
0.0,0.0,5.7038083,5.7038083,0.0,0.0,0.001963654,0.0019486712,8.0,8.0
0.0,0.0,5.3635597,5.3635597,0.0,0.0,0.0019524003,0.0019476024,8.0,8.0
0.0,0.0,5.0647826,5.0647826,0.0,0.0,0.001946844,0.0019478266,8.0,8.0
0.0,0.0,3.8394644,3.8394644,0.0,0.0,0.001963147,0.0019482545,8.0,8.0
0.0,0.0,4.0489173,4.0489173,0.0,0.0,0.0019533406,0.001948295,8.0,8.0
0.0,0.0,4.9650965,4.9650965,0.0,0.0,0.0019384159,0.0019481576,8.0,8.0
0.0,0.0,4.2438474,4.2438474,0.0,0.0,0.0019562412,0.0019480651,8.0,8.0
0.0,0.0,5.045413,5.045413,0.0,0.0,0.0019694073,0.0019486715,8.0,8.0
0.0,0.0,4.2735605,4.2735605,0.0,0.0,0.001981849,0.0019475862,8.0,8.0
0.0,0.0,5.8788342,5.8788342,0.0,0.0,0.0019533322,0.0019490715,8.0,8.0
0.0,0.0,5.6793756,5.6793756,0.0,0.0,0.0019597185,0.0019474304,8.0,8.0
0.0,0.0,3.7058306,3.7058306,0.0,0.0,0.0019678087,0.0019472035,8.0,8.0
0.0,0.0,3.64201,3.64201,0.0,0.0,0.001979484,0.0019475862,8.0,8.0
0.0,0.0,4.2308917,4.2308917,0.0,0.0,0.0019883362,0.0019470592,8.0,8.0
0.0,0.0,5.0274134,5.0274134,0.0,0.0,0.0019493551,0.0019481039,8.0,8.0
0.0,0.0,4.213199,4.213199,0.0,0.0,0.0019437671,0.0019481432,8.0,8.0
0.0,0.0,5.2310452,5.2310452,0.0,0.0,0.001941595,0.0019489594,8.0,8.0
0.0,0.0,4.8936906,4.8936906,0.0,0.0,0.0019436796,0.001949366,8.0,8.0
0.0,0.0,4.623631,4.623631,0.0,0.0,0.0019481496,0.0019486165,8.0,8.0
0.0,0.0,4.5827184,4.5827184,0.0,0.0,0.0019511123,0.0019472536,8.0,8.0
0.0,0.0,4.7687716,4.7687716,0.0,0.0,0.0019428516,0.00194736,8.0,8.0
0.0,0.0,4.104774,4.104774,0.0,0.0,0.0019344523,0.0019487449,8.0,8.0
0.0,0.0,3.3842475,3.3842475,0.0,0.0,0.0019586943,0.0019484151,8.0,8.0
0.0,0.0,4.8915505,4.8915505,0.0,0.0,0.001940391,0.0019462064,8.0,8.0
0.0,0.0,4.4517493,4.4517493,0.0,0.0,0.0019872184,0.0019477449,8.0,8.0
0.0,0.0,4.9375205,4.9375205,0.0,0.0,0.0019398736,0.0019475599,8.0,8.0
0.0,0.0,4.7230673,4.7230673,0.0,0.0,0.0019527284,0.0019470734,8.0,8.0
0.0,0.0,4.975292,4.975292,0.0,0.0,0.001924374,0.0019482782,8.0,8.0
0.0,0.0,3.9873426,3.9873426,0.0,0.0,0.0019423424,0.0019472033,8.0,8.0
0.0,0.0,4.0623145,4.0623145,0.0,0.0,0.001933793,0.0019488082,8.0,8.0
0.0,0.0,3.6909945,3.6909945,0.0,0.0,0.0019341945,0.0019487266,8.0,8.0
0.0,0.0,4.678817,4.678817,0.0,0.0,0.0019557131,0.0019464765,8.0,8.0
0.0,0.0,4.178948,4.178948,0.0,0.0,0.001947398,0.0019458918,8.0,8.0
0.0,0.0,3.7327468,3.7327468,0.0,0.0,0.0019347197,0.0019466683,8.0,8.0
0.0,0.0,4.5627375,4.5627375,0.0,0.0,0.0019270241,0.0019451194,8.0,8.0
0.0,0.0,6.171401,6.171401,0.0,0.0,0.0019217883,0.0019494807,8.0,8.0
0.0,0.0,5.359489,5.359489,0.0,0.0,0.0019203861,0.0019483012,8.0,8.0
0.0,0.0,4.6210284,4.6210284,0.0,0.0,0.0019316319,0.0019477193,8.0,8.0
0.0,0.0,4.897463,4.897463,0.0,0.0,0.0019396032,0.0019477693,8.0,8.0
0.0,0.0,4.6825466,4.6825466,0.0,0.0,0.0019407475,0.0019479492,8.0,8.0
0.0,0.0,4.8487697,4.8487697,0.0,0.0,0.0019350934,0.0019483276,8.0,8.0
0.0,0.0,6.4272985,6.4272985,0.0,0.0,0.001953942,0.0019493854,8.0,8.0
0.0,0.0,5.5097184,5.5097184,0.0,0.0,0.001953787,0.00194884,8.0,8.0
0.0,0.0,4.7680774,4.7680774,0.0,0.0,0.0019340825,0.0019479498,8.0,8.0
0.0,0.0,4.233077,4.233077,0.0,0.0,0.0019175676,0.0019484567,8.0,8.0
0.0,0.0,4.6961246,4.6961246,0.0,0.0,0.0019229611,0.0019481761,8.0,8.0
0.0,0.0,5.347787,5.347787,0.0,0.0,0.0019358553,0.0019468777,8.0,8.0
0.0,0.0,5.6391234,5.6391234,0.0,0.0,0.001977656,0.0019466059,8.0,8.0
0.0,0.0,5.441083,5.441083,0.0,0.0,0.0019529584,0.001946808,8.0,8.0
0.0,0.0,5.119465,5.119465,0.0,0.0,0.00195782,0.0019456379,8.0,8.0
0.0,0.0,4.5542445,4.5542445,0.0,0.0,0.0019723019,0.001946634,8.0,8.0
0.0,0.0,4.504154,4.504154,0.0,0.0,0.0019605146,0.0019474614,8.0,8.0
0.0,0.0,4.639703,4.639703,0.0,0.0,0.0019563078,0.0019483473,8.0,8.0
0.0,0.0,3.4756713,3.4756713,0.0,0.0,0.0019717321,0.0019486706,8.0,8.0
0.0,0.0,4.4939094,4.4939094,0.0,0.0,0.0019697694,0.0019488899,8.0,8.0
0.0,0.0,3.8813555,3.8813555,0.0,0.0,0.001966793,0.0019483499,8.0,8.0
0.0,0.0,4.6137123,4.6137123,0.0,0.0,0.0019794162,0.0019482521,8.0,8.0
0.0,0.0,4.576968,4.576968,0.0,0.0,0.001969022,0.0019476201,8.0,8.0
0.0,0.0,6.1553073,6.1553073,0.0,0.0,0.001999651,0.0019465595,8.0,8.0
