lambda_w,lambda_b,total_loss,acc_loss,loss_sin2_total,loss_bits_total,sin2_loss,sin2_loss_2,nbits,nbits_2
0.0,0.0,6.2475753,6.2475753,0.0,0.0,0.49758765,0.49998128,8.0,8.0
0.0,0.0,5.225029,5.225029,0.0,0.0,0.49874714,0.50019175,8.0,8.0
0.0,0.0,6.116176,6.116176,0.0,0.0,0.5012365,0.5002565,8.0,8.0
0.0,0.0,6.002346,6.002346,0.0,0.0,0.49838302,0.5003742,8.0,8.0
0.0,0.0,5.9163547,5.9163547,0.0,0.0,0.49907532,0.50070304,8.0,8.0
0.0,0.0,5.725416,5.725416,0.0,0.0,0.49269307,0.50065887,8.0,8.0
0.0,0.0,6.633723,6.633723,0.0,0.0,0.4926859,0.50070006,8.0,8.0
0.0,0.0,5.6547794,5.6547794,0.0,0.0,0.5006125,0.5002194,8.0,8.0
0.0,0.0,6.66722,6.66722,0.0,0.0,0.49671403,0.5003144,8.0,8.0
0.0,0.0,5.4297156,5.4297156,0.0,0.0,0.49708712,0.50014967,8.0,8.0
0.0,0.0,4.805275,4.805275,0.0,0.0,0.4994556,0.5002107,8.0,8.0
0.0,0.0,5.0637965,5.0637965,0.0,0.0,0.49973947,0.5000419,8.0,8.0
0.0,0.0,5.5257936,5.5257936,0.0,0.0,0.49796984,0.50004697,8.0,8.0
0.0,0.0,5.618365,5.618365,0.0,0.0,0.495171,0.5000523,8.0,8.0
0.0,0.0,5.5813947,5.5813947,0.0,0.0,0.49059075,0.5001074,8.0,8.0
0.0,0.0,4.39548,4.39548,0.0,0.0,0.49106115,0.50022966,8.0,8.0
0.0,0.0,4.9920945,4.9920945,0.0,0.0,0.49579245,0.50012815,8.0,8.0
0.0,0.0,5.808317,5.808317,0.0,0.0,0.49863413,0.50008065,8.0,8.0
0.0,0.0,7.538213,7.538213,0.0,0.0,0.50398856,0.5002002,8.0,8.0
0.0,0.0,5.441084,5.441084,0.0,0.0,0.4959068,0.5001955,8.0,8.0
0.0,0.0,4.919831,4.919831,0.0,0.0,0.49907103,0.5002202,8.0,8.0
0.0,0.0,4.814982,4.814982,0.0,0.0,0.4976877,0.50043225,8.0,8.0
0.0,0.0,5.654547,5.654547,0.0,0.0,0.5022382,0.50023717,8.0,8.0
0.0,0.0,6.5515676,6.5515676,0.0,0.0,0.50284195,0.5005186,8.0,8.0
0.0,0.0,4.9570613,4.9570613,0.0,0.0,0.49937075,0.500437,8.0,8.0
0.0,0.0,5.7385373,5.7385373,0.0,0.0,0.50163597,0.50035155,8.0,8.0
0.0,0.0,5.258736,5.258736,0.0,0.0,0.49309096,0.5005043,8.0,8.0
0.0,0.0,6.067985,6.067985,0.0,0.0,0.49667236,0.50043964,8.0,8.0
0.0,0.0,5.3427095,5.3427095,0.0,0.0,0.49666947,0.5002966,8.0,8.0
0.0,0.0,5.610212,5.610212,0.0,0.0,0.49512774,0.50027287,8.0,8.0
0.0,0.0,5.0682774,5.0682774,0.0,0.0,0.5010656,0.5007163,8.0,8.0
0.0,0.0,5.4737597,5.4737597,0.0,0.0,0.49906644,0.5004854,8.0,8.0
