lambda_w,lambda_b,total_loss,acc_loss,loss_sin2_total,loss_bits_total,sin2_loss,sin2_loss_2,nbits,nbits_2
0.0,0.0,6.3813176,6.3813176,0.0,0.0,7.691532e-06,7.62715e-06,8.0,8.0
0.0,0.0,5.5407395,5.5407395,0.0,0.0,7.7090845e-06,7.627099e-06,8.0,8.0
0.0,0.0,5.0248384,5.0248384,0.0,0.0,7.710585e-06,7.625251e-06,8.0,8.0
0.0,0.0,4.772308,4.772308,0.0,0.0,7.775943e-06,7.6266456e-06,8.0,8.0
0.0,0.0,5.7367334,5.7367334,0.0,0.0,7.6783635e-06,7.6270617e-06,8.0,8.0
0.0,0.0,6.4439874,6.4439874,0.0,0.0,7.6262186e-06,7.6255187e-06,8.0,8.0
0.0,0.0,6.3008256,6.3008256,0.0,0.0,7.674397e-06,7.623988e-06,8.0,8.0
0.0,0.0,5.056908,5.056908,0.0,0.0,7.722199e-06,7.623049e-06,8.0,8.0
0.0,0.0,4.92971,4.92971,0.0,0.0,7.6421475e-06,7.622255e-06,8.0,8.0
0.0,0.0,5.5060124,5.5060124,0.0,0.0,7.647897e-06,7.625601e-06,8.0,8.0
0.0,0.0,6.779737,6.779737,0.0,0.0,7.709848e-06,7.6266597e-06,8.0,8.0
0.0,0.0,6.0040917,6.0040917,0.0,0.0,7.777503e-06,7.6287324e-06,8.0,8.0
0.0,0.0,5.6632686,5.6632686,0.0,0.0,7.760316e-06,7.630506e-06,8.0,8.0
0.0,0.0,4.5826874,4.5826874,0.0,0.0,7.789568e-06,7.629623e-06,8.0,8.0
0.0,0.0,5.127673,5.127673,0.0,0.0,7.712001e-06,7.629713e-06,8.0,8.0
0.0,0.0,4.954723,4.954723,0.0,0.0,7.642245e-06,7.630128e-06,8.0,8.0
0.0,0.0,4.712071,4.712071,0.0,0.0,7.690007e-06,7.629368e-06,8.0,8.0
0.0,0.0,4.643187,4.643187,0.0,0.0,7.657245e-06,7.628925e-06,8.0,8.0
0.0,0.0,5.773439,5.773439,0.0,0.0,7.759278e-06,7.627878e-06,8.0,8.0
0.0,0.0,5.252137,5.252137,0.0,0.0,7.657806e-06,7.630832e-06,8.0,8.0
0.0,0.0,5.60642,5.60642,0.0,0.0,7.642158e-06,7.630122e-06,8.0,8.0
0.0,0.0,4.295832,4.295832,0.0,0.0,7.652974e-06,7.632208e-06,8.0,8.0
0.0,0.0,5.164664,5.164664,0.0,0.0,7.771495e-06,7.630591e-06,8.0,8.0
0.0,0.0,4.7680707,4.7680707,0.0,0.0,7.722266e-06,7.635062e-06,8.0,8.0
0.0,0.0,5.4643574,5.4643574,0.0,0.0,7.7365685e-06,7.632662e-06,8.0,8.0
0.0,0.0,5.855401,5.855401,0.0,0.0,7.754336e-06,7.6323995e-06,8.0,8.0
0.0,0.0,5.8506026,5.8506026,0.0,0.0,7.7804525e-06,7.6313145e-06,8.0,8.0
0.0,0.0,4.4924684,4.4924684,0.0,0.0,7.76457e-06,7.631583e-06,8.0,8.0
0.0,0.0,4.669191,4.669191,0.0,0.0,7.7398845e-06,7.629935e-06,8.0,8.0
0.0,0.0,5.2363973,5.2363973,0.0,0.0,7.731283e-06,7.629667e-06,8.0,8.0
0.0,0.0,6.115446,6.115446,0.0,0.0,7.718331e-06,7.6291126e-06,8.0,8.0
0.0,0.0,4.926793,4.926793,0.0,0.0,7.84027e-06,7.627709e-06,8.0,8.0
0.0,0.0,4.8872285,4.8872285,0.0,0.0,7.7154955e-06,7.6288916e-06,8.0,8.0
0.0,0.0,5.352162,5.352162,0.0,0.0,7.729265e-06,7.630359e-06,8.0,8.0
0.0,0.0,5.29549,5.29549,0.0,0.0,7.7777495e-06,7.626284e-06,8.0,8.0
0.0,0.0,5.491388,5.491388,0.0,0.0,7.693101e-06,7.631816e-06,8.0,8.0
0.0,0.0,3.8212464,3.8212464,0.0,0.0,7.743769e-06,7.630472e-06,8.0,8.0
0.0,0.0,5.158758,5.158758,0.0,0.0,7.735159e-06,7.6282477e-06,8.0,8.0
0.0,0.0,5.4702735,5.4702735,0.0,0.0,7.679398e-06,7.627536e-06,8.0,8.0
0.0,0.0,5.474564,5.474564,0.0,0.0,7.666027e-06,7.6224087e-06,8.0,8.0
0.0,0.0,4.501147,4.501147,0.0,0.0,7.756671e-06,7.6274086e-06,8.0,8.0
0.0,0.0,5.12427,5.12427,0.0,0.0,7.753115e-06,7.6260403e-06,8.0,8.0
0.0,0.0,5.9796696,5.9796696,0.0,0.0,7.749759e-06,7.625837e-06,8.0,8.0
0.0,0.0,5.015541,5.015541,0.0,0.0,7.844493e-06,7.628842e-06,8.0,8.0
0.0,0.0,5.1452904,5.1452904,0.0,0.0,7.787834e-06,7.6257897e-06,8.0,8.0
0.0,0.0,5.089426,5.089426,0.0,0.0,7.74939e-06,7.630602e-06,8.0,8.0
0.0,0.0,4.314609,4.314609,0.0,0.0,7.772301e-06,7.63167e-06,8.0,8.0
0.0,0.0,4.9329243,4.9329243,0.0,0.0,7.755354e-06,7.632228e-06,8.0,8.0
0.0,0.0,6.3941994,6.3941994,0.0,0.0,7.715233e-06,7.6200845e-06,8.0,8.0
0.0,0.0,5.85035,5.85035,0.0,0.0,7.702283e-06,7.625612e-06,8.0,8.0
0.0,0.0,4.657305,4.657305,0.0,0.0,7.656394e-06,7.6258134e-06,8.0,8.0
0.0,0.0,4.495865,4.495865,0.0,0.0,7.731687e-06,7.6273136e-06,8.0,8.0
0.0,0.0,5.653727,5.653727,0.0,0.0,7.645679e-06,7.628965e-06,8.0,8.0
