w11,w12,w13,w21,w22,w23,w31,w32,w33,w41,w42,w43
0.021750873,0.04964152,0.0138631845,-0.018919,0.037788425,0.03943715,-0.015789455,-0.020356812,-0.015715988,0.005624355,-0.017433023,-0.010687289
0.021661121,0.049540084,0.0138959335,-0.018917779,0.03785506,0.039449103,-0.015814397,-0.020346448,-0.015715973,0.0056247646,-0.017430253,-0.01072278
0.021711165,0.04966035,0.013896386,-0.01892026,0.037646014,0.03903179,-0.015781218,-0.02038624,-0.015714142,0.005658081,-0.017433206,-0.010787508
0.021746729,0.04968086,0.013927976,-0.018917548,0.037642263,0.039341576,-0.01568305,-0.020313343,-0.01572976,0.0056407875,-0.01743812,-0.0106722955
0.02164181,0.049661476,0.01394663,-0.018917195,0.03772551,0.039220136,-0.015709946,-0.020335885,-0.015721442,0.005555195,-0.017440928,-0.010688133
0.021663394,0.049676593,0.013962946,-0.018918006,0.037760805,0.039321963,-0.015696406,-0.020312559,-0.01571737,0.005586674,-0.017444618,-0.010642532
0.021672992,0.049709577,0.013925377,-0.018921262,0.037844997,0.039495587,-0.01582119,-0.020314157,-0.015722835,0.0055646836,-0.01744419,-0.010633036
0.02166028,0.049695835,0.0139781255,-0.01891933,0.037624516,0.03928117,-0.015699398,-0.02035207,-0.0157276,0.0055565927,-0.01744604,-0.010617731
0.021751698,0.04972525,0.013906864,-0.018918857,0.037772574,0.039560482,-0.015774675,-0.020266842,-0.015764333,0.0055761985,-0.01745013,-0.010570183
0.021647817,0.04981924,0.0139364535,-0.018915897,0.037583828,0.03883674,-0.015764778,-0.020295884,-0.015769107,0.0055634123,-0.017447362,-0.0107414285
0.021593932,0.049719006,0.013948521,-0.01891551,0.0377873,0.039322294,-0.01573653,-0.020291343,-0.01579629,0.0055636014,-0.01744484,-0.010678377
0.021637553,0.04977976,0.013940467,-0.018916432,0.037764013,0.039390273,-0.015667535,-0.0203369,-0.015779413,0.005572843,-0.017443452,-0.010685521
0.02161088,0.04966953,0.013972351,-0.01891883,0.037894636,0.039709456,-0.015616078,-0.020329237,-0.015778964,0.0055730576,-0.017441507,-0.010645394
0.0216955,0.04983273,0.013939252,-0.018921087,0.037760496,0.039551716,-0.015628275,-0.020355554,-0.01577391,0.0055879797,-0.017443113,-0.010770989
0.021597713,0.049646653,0.013985119,-0.01891811,0.037830908,0.0396558,-0.015704632,-0.02032245,-0.015776023,0.0056131147,-0.017442362,-0.010673131
0.02152873,0.049727283,0.013997317,-0.018916605,0.037675656,0.039110024,-0.015789362,-0.020341808,-0.015768042,0.0056001316,-0.017440973,-0.010728042
0.021549635,0.04964498,0.013991119,-0.018918313,0.037776604,0.039480455,-0.01572647,-0.020282067,-0.015801609,0.0056243245,-0.017440263,-0.01069824
0.021485047,0.049705755,0.013985995,-0.018917115,0.037841376,0.039434094,-0.015751945,-0.020313913,-0.01577134,0.0056229657,-0.017435642,-0.010689842
0.02150039,0.049745176,0.014013816,-0.018918356,0.03787339,0.03943543,-0.015796231,-0.0203258,-0.015788464,0.005652418,-0.01743596,-0.010715611
0.021434646,0.04976389,0.013981325,-0.018913057,0.037904613,0.039529458,-0.015971003,-0.020325903,-0.015798429,0.005659481,-0.017436925,-0.010752333
0.021459809,0.04972092,0.014027125,-0.018916186,0.037767004,0.039392944,-0.015954733,-0.020337295,-0.01579241,0.005670719,-0.017434489,-0.0107995365
0.021494353,0.049751557,0.013985146,-0.018917255,0.037953716,0.03984763,-0.016011154,-0.020276342,-0.015809948,0.0056512067,-0.017431453,-0.010746318
0.021474522,0.049767498,0.014078037,-0.018913448,0.037831582,0.039381325,-0.01600248,-0.020324562,-0.015807059,0.0056470567,-0.017432401,-0.0108441105
0.021503476,0.049761046,0.014009759,-0.01891577,0.03795154,0.03958783,-0.016084783,-0.02028011,-0.01582781,0.005648019,-0.01742871,-0.010859094
0.021522827,0.049755596,0.013992938,-0.018911466,0.037884485,0.03954564,-0.016146474,-0.020313079,-0.015809175,0.005659001,-0.01742921,-0.010886076
0.02154426,0.049859796,0.013962841,-0.018914163,0.037802707,0.039366435,-0.016058398,-0.020363685,-0.015825361,0.005666065,-0.017429847,-0.010862078
0.021501653,0.04961461,0.013970095,-0.01891098,0.03800372,0.03982282,-0.016112005,-0.020334493,-0.015831493,0.0056452574,-0.017432002,-0.010849923
0.021567795,0.049925126,0.013956644,-0.018911244,0.037698448,0.03937511,-0.016012648,-0.0203541,-0.01582248,0.005721475,-0.017430676,-0.010890045
0.021472005,0.049830087,0.013984825,-0.01890104,0.037616685,0.039118722,-0.016148416,-0.020293718,-0.01583494,0.005738626,-0.01742612,-0.010914152
0.021420967,0.049728397,0.01398898,-0.01890181,0.037779033,0.039429717,-0.016161567,-0.020315634,-0.015832165,0.0057358653,-0.017429387,-0.010848834
0.02157679,0.049964007,0.013898968,-0.01889618,0.03773836,0.039508626,-0.01619968,-0.020207552,-0.015838636,0.00574097,-0.017433139,-0.010872459
0.021454701,0.049781077,0.013921367,-0.018900596,0.03769733,0.039188378,-0.016174115,-0.020207763,-0.015845444,0.0057646474,-0.01742715,-0.010777014
0.021482028,0.04983716,0.013921694,-0.018897107,0.037663497,0.039081503,-0.0161477,-0.020203428,-0.01584233,0.0057691657,-0.017428104,-0.010982738
0.02137531,0.049648717,0.013969898,-0.018894816,0.037680548,0.03919358,-0.016188908,-0.02021553,-0.01580782,0.005775028,-0.017427776,-0.010957298
0.021365482,0.0496393,0.013974052,-0.018891377,0.037683923,0.039107755,-0.016299842,-0.020251501,-0.015809711,0.005727978,-0.017430687,-0.011012358
0.021371763,0.04963322,0.013951519,-0.01889096,0.03767627,0.039290313,-0.016222758,-0.02020686,-0.015849039,0.0057475856,-0.017439825,-0.011011917
0.02136579,0.049731847,0.01391155,-0.018890383,0.037614513,0.039213367,-0.016271867,-0.02020487,-0.015808607,0.0058358735,-0.017439364,-0.011002649
